Postcode,Bedrooms,PropertyType,VUDate,VTDate,TENDate,VUDays,VTDays,TotalVAC,RUUseType,HousingServiceCentre,LocalGovtAuthority,StateElectorate
4301,3,Detached House,1/04/2021,1/04/2021,1/05/2021,1,7,8,Public Housing,IPSWICH ,Ipswich,Bundamba
4810,2,Duplex,1/02/2021,1/02/2021,1/02/2021,1,8,9,Public Housing,TOWNSVILLE ,Townsville,Townsville
4131,2,Townhouse,1/03/2021,1/03/2021,1/03/2021,2,0,2,Public Housing,LOGAN ,Logan,Waterford
4159,3,Detached House,1/07/2020,1/07/2020,1/07/2020,2,1,3,Public Housing,BAYSIDE ,Redland,Capalaba
4077,4,Detached House,1/11/2020,1/11/2020,1/11/2020,2,1,3,Public Housing,INALA ,Brisbane,Inala
4350,2,Duplex,1/11/2020,1/11/2020,1/11/2020,2,1,3,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4702,4,Detached House,1/11/2020,1/12/2020,1/12/2020,2,1,3,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4815,2,Apartment,1/03/2021,1/03/2021,1/03/2021,2,1,3,Public Housing,TOWNSVILLE ,Townsville,Thuringowa
4566,2,Apartment,1/05/2021,1/05/2021,1/05/2021,2,1,3,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4305,4,Detached House,1/08/2020,1/08/2020,1/08/2020,2,5,7,Public Housing,IPSWICH ,Ipswich,Ipswich West
4551,3,Duplex,1/01/2021,1/01/2021,1/01/2021,3,0,3,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4300,4,Detached House,1/03/2021,1/03/2021,1/03/2021,3,0,3,Public Housing,IPSWICH ,Ipswich,Jordan
4508,2,Apartment,1/04/2021,1/04/2021,1/04/2021,3,0,3,Public Housing,MORETON BAY ,Moreton Bay,Bancroft
0,3,Detached House,1/06/2021,1/06/2021,1/06/2021,3,0,3,Public Housing,LOGAN ,Logan,Woodridge
4816,3,Apartment,1/02/2021,1/02/2021,1/02/2021,3,4,7,Public Housing,PALM ISLAND,Palm Island,Townsville
4558,3,Detached House,1/07/2020,1/08/2020,1/08/2020,4,0,4,Public Housing,MAROOCHYDORE ,Sunshine Coast,Ninderry
4870,4,Detached House,1/06/2021,1/06/2021,1/06/2021,5,0,5,Public Housing,CAIRNS ,Cairns,Cairns
4019,4,Duplex,1/07/2020,1/08/2020,1/08/2020,5,1,6,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
4655,4,Detached House,1/07/2020,1/07/2020,1/07/2020,5,3,8,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4053,2,Detached House,1/05/2021,1/05/2021,1/05/2021,6,1,7,Public Housing,CHERMSIDE ,Brisbane,Stafford
4814,2,Apartment,1/12/2020,1/12/2020,1/01/2021,6,34,40,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4300,2,Detached House,1/12/2020,1/12/2020,1/12/2020,7,0,7,Public Housing,IPSWICH ,Ipswich,Jordan
4720,2,Apartment,1/05/2021,1/05/2021,1/05/2021,7,0,7,Public Housing,EMERALD ,Central Highlands,Gregory
4814,4,Detached House,1/01/2021,1/01/2021,1/02/2021,7,3,10,Public Housing,TOWNSVILLE ,Townsville,Mundingburra
4701,4,Detached House,1/04/2021,1/05/2021,1/05/2021,8,0,8,Public Housing,ROCKHAMPTON ,Rockhampton,Keppel
4680,3,Detached House,1/06/2021,1/06/2021,1/06/2021,8,0,8,Public Housing,GLADSTONE ,Gladstone,Gladstone
4305,2,Detached House,1/10/2020,1/10/2020,1/10/2020,10,0,10,Public Housing,IPSWICH ,Ipswich,Ipswich West
4810,2,Apartment,1/03/2021,1/03/2021,1/03/2021,10,0,10,Public Housing,TOWNSVILLE ,Townsville,Townsville
4053,3,Detached House,1/05/2021,1/06/2021,1/06/2021,27,1,28,Public Housing,CHERMSIDE ,Brisbane,Stafford
0,4,Townhouse,1/05/2021,1/06/2021,1/06/2021,28,0,28,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4157,3,Detached House,1/05/2021,1/06/2021,1/06/2021,28,4,32,Public Housing,BAYSIDE ,Redland,Capalaba
4570,3,Detached House,1/12/2020,1/01/2021,1/01/2021,38,1,39,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4306,4,Detached House,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,IPSWICH ,Ipswich,Ipswich
4306,4,Detached House,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,IPSWICH ,Ipswich,Ipswich
4350,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,0,0,0,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4750,2,Apartment,1/11/2020,1/11/2020,1/11/2020,0,0,0,Public Housing,MACKAY ,Mackay,Whitsunday
4108,2,Apartment,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4580,3,Detached House,1/04/2021,1/04/2021,1/05/2021,0,36,36,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4172,4,Detached House,1/04/2021,1/04/2021,1/04/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Bulimba
4109,3,Detached House,1/09/2020,1/09/2020,1/09/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4152,3,Detached House,1/06/2021,1/06/2021,1/06/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Chatsworth
4034,2,Detached House,1/04/2021,1/04/2021,1/04/2021,0,0,0,Public Housing,CHERMSIDE ,Brisbane,Aspley
4113,3,Detached House,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Stretton
4170,2,Townhouse,1/02/2021,1/02/2021,1/02/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Bulimba
4034,2,Townhouse,1/10/2020,1/10/2020,1/10/2020,0,0,0,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4034,1,Apartment,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4178,3,Townhouse,1/12/2020,1/12/2020,1/12/2020,0,0,0,Public Housing,BAYSIDE ,Brisbane,Lytton
4120,2,Apartment,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
0,2,Townhouse,1/06/2021,1/06/2021,1/06/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Chatsworth
4105,2,Apartment,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4108,2,Apartment,1/12/2020,1/12/2020,1/12/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4105,1,Apartment,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Miller
4121,2,Cluster House,1/05/2021,1/05/2021,1/05/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4108,3,Detached House,1/04/2021,1/04/2021,1/04/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4112,3,Detached House,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Stretton
4014,4,Detached House,1/12/2020,1/12/2020,1/12/2020,0,0,0,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4118,3,Detached House,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,LOGAN ,Logan,Woodridge
4551,1,Apartment,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4870,3,Detached House,1/03/2021,1/03/2021,1/03/2021,0,0,0,Public Housing,CAIRNS ,Cairns,Cairns
4560,1,Apartment,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4701,4,Detached House,1/09/2020,1/09/2020,1/09/2020,0,0,0,Public Housing,ROCKHAMPTON ,Rockhampton,Keppel
4700,1,Apartment,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4151,2,Apartment,1/10/2020,1/10/2020,1/10/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4740,2,Duplex,1/12/2020,1/12/2020,1/12/2020,0,0,0,Public Housing,MACKAY ,Mackay,Mackay
4054,3,Detached House,1/06/2021,1/06/2021,1/06/2021,0,1,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4012,5,Detached House,1/10/2020,1/10/2020,1/10/2020,0,1,1,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4113,4,Detached House,1/02/2021,1/02/2021,1/02/2021,0,1,1,Public Housing,BURANDA ,Brisbane,Toohey
4170,1,Apartment,1/03/2021,1/03/2021,1/03/2021,0,1,1,Public Housing,BURANDA ,Brisbane,Bulimba
4870,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,0,1,1,Public Housing,CAIRNS ,Cairns,Cairns
4740,3,Detached House,1/12/2020,1/12/2020,1/12/2020,0,1,1,Public Housing,MACKAY ,Mackay,Mackay
4810,1,Apartment,1/06/2021,1/06/2021,1/06/2021,0,1,1,Public Housing,TOWNSVILLE ,Townsville,Townsville
4077,2,Duplex,1/01/2021,1/01/2021,1/01/2021,0,2,2,Public Housing,INALA ,Brisbane,Inala
4740,1,Apartment,1/11/2020,1/11/2020,1/11/2020,0,2,2,Public Housing,MACKAY ,Mackay,Mackay
4655,2,Dual Occupancy,1/06/2021,1/06/2021,1/06/2021,0,2,2,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4670,2,Duplex,1/05/2021,1/05/2021,1/05/2021,0,4,4,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4870,1,Apartment,1/07/2020,1/07/2020,1/07/2020,0,4,4,Public Housing,CAIRNS ,Cairns,Cairns
4510,1,Apartment,1/02/2021,1/02/2021,1/02/2021,0,7,7,Public Housing,MORETON BAY ,Moreton Bay,Morayfield
4350,1,Apartment,1/10/2020,1/10/2020,1/10/2020,0,9,9,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
0,3,Detached House,1/05/2021,1/05/2021,1/06/2021,0,9,9,Public Housing,GLADSTONE ,Gladstone,Gladstone
4575,1,Apartment,1/05/2021,1/05/2021,1/05/2021,0,10,10,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4814,2,Dual Occupancy,1/10/2020,1/10/2020,1/10/2020,0,13,13,Public Housing,TOWNSVILLE ,Townsville,Townsville
0,1,Apartment,1/02/2021,1/02/2021,1/02/2021,0,17,17,Public Housing,TOWNSVILLE ,Townsville,Townsville
4032,1,Apartment,1/01/2021,1/01/2021,1/02/2021,0,28,28,Public Housing,CHERMSIDE ,Brisbane,Stafford
4019,1,Apartment,1/01/2021,1/01/2021,1/02/2021,0,35,35,Public Housing,MORETON BAY ,Moreton Bay,Redcliffe
0,2,Duplex,1/04/2021,1/04/2021,1/05/2021,0,41,41,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4350,2,Townhouse,1/09/2020,1/09/2020,1/11/2020,0,45,45,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba North
4825,1,Apartment,1/05/2020,1/05/2020,1/08/2020,0,71,71,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4121,2,Detached House,1/09/2020,1/09/2020,1/09/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,3,Detached House,1/11/2020,1/11/2020,1/11/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Miller
4108,3,Detached House,1/11/2020,1/11/2020,1/11/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4122,1,Apartment,1/02/2021,1/02/2021,1/02/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Mansfield
4113,3,Detached House,1/07/2020,1/07/2020,1/07/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Stretton
4108,2,Detached House,1/11/2020,1/11/2020,1/11/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4170,3,Detached House,1/01/2021,1/01/2021,1/01/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Bulimba
4121,1,Apartment,1/10/2020,1/10/2020,1/10/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4740,2,Cluster House,1/01/2021,1/01/2021,1/01/2021,0,0,0,Public Housing,MACKAY ,Mackay,Mackay
4121,2,Detached House,1/03/2021,1/03/2021,1/03/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,2,Apartment,1/06/2021,1/06/2021,1/06/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,1,Apartment,1/09/2020,1/09/2020,1/09/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Greenslopes
4113,3,Detached House,1/11/2020,1/11/2020,1/11/2020,0,0,0,Public Housing,BURANDA ,Brisbane,Toohey
4740,4,Detached House,1/08/2020,1/08/2020,1/08/2020,0,0,0,Public Housing,MACKAY ,Mackay,Mackay
4113,3,Detached House,1/06/2021,1/06/2021,1/06/2021,0,0,0,Public Housing,BURANDA ,Brisbane,Stretton
4560,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Nicklin
4720,3,Detached House,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,EMERALD ,Central Highlands,Gregory
4178,2,Townhouse,1/09/2020,1/09/2020,1/09/2020,1,3,4,Public Housing,BAYSIDE ,Brisbane,Lytton
4670,1,Apartment,1/09/2020,1/09/2020,1/09/2020,1,3,4,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4114,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,3,4,Public Housing,LOGAN ,Logan,Woodridge
4034,1,Apartment,1/08/2020,1/08/2020,1/08/2020,1,4,5,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4114,2,Townhouse,1/10/2020,1/10/2020,1/10/2020,1,5,6,Public Housing,LOGAN ,Logan,Woodridge
4221,1,Apartment,1/02/2021,1/02/2021,1/02/2021,1,6,7,Public Housing,GOLD COAST ,Gold Coast,Burleigh
4567,2,Townhouse,1/08/2020,1/08/2020,1/09/2020,1,8,9,Public Housing,MAROOCHYDORE ,Noosa,Noosa
4161,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,12,13,Public Housing,BAYSIDE ,Redland,Capalaba
4650,1,Apartment,1/07/2020,1/07/2020,1/07/2020,1,14,15,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4670,3,Duplex,1/05/2021,1/05/2021,1/06/2021,1,20,21,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4556,1,Apartment,1/11/2020,1/11/2020,1/11/2020,1,20,21,Public Housing,MAROOCHYDORE ,Sunshine Coast,Buderim
4670,2,Duplex,1/05/2021,1/05/2021,1/06/2021,1,24,25,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4650,3,Duplex,1/10/2020,1/10/2020,1/10/2020,1,28,29,Public Housing,MARYBOROUGH ,Fraser Coast,Maryborough
4825,4,Detached House,1/04/2021,1/04/2021,1/05/2021,1,29,30,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4825,1,Apartment,1/04/2021,1/04/2021,1/05/2021,1,30,31,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4825,1,Apartment,1/03/2021,1/04/2021,1/06/2021,1,61,62,Public Housing,MOUNT ISA ,Mount Isa,Traeger
4118,4,Detached House,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,LOGAN ,Logan,Logan
4178,2,Townhouse,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,BAYSIDE ,Brisbane,Lytton
4053,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4551,1,Apartment,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Caloundra
4570,5,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,MAROOCHYDORE ,Gympie,Gympie
4215,3,Duplex,1/05/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,GOLD COAST ,Gold Coast,Southport
4870,4,Detached House,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,CAIRNS ,Cairns,Cairns
4655,1,Apartment,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,MARYBOROUGH ,Fraser Coast,Hervey Bay
4575,2,Duplex,1/01/2021,1/01/2021,1/01/2021,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4558,2,Duplex,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4127,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,LOGAN ,Logan,Waterford
4670,4,Detached House,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,BUNDABERG ,Bundaberg,Bundaberg
4807,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,TOWNSVILLE ,Burdekin,Burdekin
4158,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,BAYSIDE ,Redland,Capalaba
4114,3,Detached House,1/05/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,LOGAN ,Logan,Woodridge
4077,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4551,2,Duplex,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Kawana
4221,3,Townhouse,1/01/2021,1/01/2021,1/01/2021,1,0,1,Public Housing,GOLD COAST ,Gold Coast,Currumbin
0,3,Detached House,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4114,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,LOGAN ,Logan,Woodridge
4305,5,Detached House,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,IPSWICH ,Ipswich,Ipswich West
4179,3,Detached House,1/05/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,BAYSIDE ,Brisbane,Lytton
4007,2,Townhouse,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Clayfield
4870,1,Apartment,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,CAIRNS ,Cairns,Cairns
4114,3,Detached House,1/02/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,LOGAN ,Logan,Woodridge
4221,2,Townhouse,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,GOLD COAST ,Gold Coast,Currumbin
4305,3,Detached House,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,IPSWICH ,Ipswich,Ipswich West
4558,2,Cluster House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4350,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,TOOWOOMBA AND SOUTH WEST ,Toowoomba,Toowoomba South
4558,3,Apartment,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4179,2,Townhouse,1/02/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,BAYSIDE ,Brisbane,Lytton
4870,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,CAIRNS ,Cairns,Cairns
4501,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,MORETON BAY ,Moreton Bay,Kurwongbah
4701,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,ROCKHAMPTON ,Rockhampton,Rockhampton
4285,4,Detached House,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,IPSWICH ,Scenic Rim,Scenic Rim
4054,2,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4300,3,Detached House,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,IPSWICH ,Ipswich,Jordan
4680,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,GLADSTONE ,Gladstone,Gladstone
4114,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,LOGAN ,Logan,Woodridge
4558,2,Apartment,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4305,1,Room,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,IPSWICH ,Ipswich,Ipswich West
4053,2,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4470,3,Detached House,1/04/2021,1/04/2021,1/04/2021,1,0,1,Public Housing,TOOWOOMBA AND SOUTH WEST ,Murweh,Warrego
4305,3,Cluster House,1/10/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,IPSWICH ,Ipswich,Ipswich
4500,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,MORETON BAY ,Moreton Bay,Pine Rivers
4701,2,Duplex,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,ROCKHAMPTON ,Rockhampton,Keppel
4012,2,Apartment,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Nudgee
4558,2,Apartment,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,MAROOCHYDORE ,Sunshine Coast,Maroochydore
4161,3,Detached House,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,BAYSIDE ,Redland,Capalaba
4161,3,Detached House,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,BAYSIDE ,Redland,Capalaba
4170,1,Apartment,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Bulimba
4051,4,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4053,1,Apartment,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4121,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Greenslopes
4053,2,Apartment,1/02/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4053,2,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4077,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,2,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4032,4,Detached House,1/01/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Stafford
4121,2,Apartment,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Greenslopes
4108,2,Apartment,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Toohey
4152,3,Detached House,1/01/2021,1/01/2021,1/01/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Chatsworth
4122,2,Apartment,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4122,3,Detached House,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4122,2,Apartment,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4122,2,Apartment,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4077,2,Apartment,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,3,Detached House,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,3,Detached House,1/11/2020,1/11/2020,1/11/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,2,Townhouse,1/02/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,INALA ,Brisbane,Inala
4110,3,Detached House,1/05/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,INALA ,Brisbane,Algester
4110,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,INALA ,Brisbane,Algester
4077,3,Detached House,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4077,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4017,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4077,3,Detached House,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4120,1,Apartment,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Greenslopes
4121,1,Apartment,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Greenslopes
4102,2,Apartment,1/04/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,South Brisbane
4178,3,Townhouse,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,BAYSIDE ,Brisbane,Lytton
4170,2,Townhouse,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Bulimba
4115,2,Townhouse,1/05/2021,1/05/2021,1/05/2021,1,0,1,Public Housing,INALA ,Brisbane,Algester
0,3,Detached House,1/02/2021,1/02/2021,1/02/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4122,3,Detached House,1/07/2020,1/07/2020,1/07/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4122,3,Detached House,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Mansfield
4077,1,Apartment,1/08/2020,1/08/2020,1/08/2020,1,0,1,Public Housing,INALA ,Brisbane,Inala
4152,3,Cluster House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Bulimba
4121,1,Apartment,1/01/2021,1/01/2021,1/01/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Greenslopes
4051,1,Apartment,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Ferny Grove
4017,1,Apartment,1/12/2020,1/12/2020,1/12/2020,1,0,1,Public Housing,CHERMSIDE ,Brisbane,Sandgate
4103,1,Apartment,1/03/2021,1/03/2021,1/03/2021,1,0,1,Public Housing,BURANDA ,Brisbane,South Brisbane
4076,3,Detached House,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,INALA ,Brisbane,Mount Ommaney
4068,1,Apartment,1/10/2020,1/10/2020,1/10/2020,1,0,1,Public Housing,FORTITUDE VALLEY ,Brisbane,Maiwar
4121,1,Apartment,1/06/2021,1/06/2021,1/06/2021,1,0,1,Public Housing,BURANDA ,Brisbane,Miller
4109,2,Apartment,1/09/2020,1/09/2020,1/09/2020,1,0,1,Public Housing,BURANDA ,Brisbane,Stretton
